INFO:     Started server process [13816]
INFO:     Waiting for application startup.
2026-07-16 22:38:29,984 | INFO | fast_app.core.langsmith | request_id=- | trace_id=- | langsmith_config event="langsmith.config.disabled" reason="tracing_disabled_or_missing_api_key"
2026-07-16 22:38:29,984 | INFO | fast_app.main | request_id=- | trace_id=- | 应用启动: app_name=Python Agent Study, env=dev
2026-07-16 22:38:30,003 | INFO | fast_app.main | request_id=- | trace_id=- | Milvus client 已创建
2026-07-16 22:38:30,004 | INFO | fast_app.main | request_id=- | trace_id=- | ElasticSearch client 已创建
2026-07-16 22:38:30,334 | INFO | fast_app.main | request_id=- | trace_id=- | Rerank httpx client 已创建
2026-07-16 22:38:30,335 | INFO | fast_app.main | request_id=- | trace_id=- | Redis client 已创建
2026-07-16 22:38:30,361 | INFO | fast_app.main | request_id=- | trace_id=- | PostgreSQL async engine 已创建
INFO:     Application startup complete.
INFO:     Uvicorn running on http://127.0.0.1:8010 (Press CTRL+C to quit)
2026-07-16 22:38:41,092 | INFO | fast_app.middlewares.request_id_middleware | request_id=289d06c1887a442f8c22efabaf838327 | trace_id=289d06c1887a442f8c22efabaf838327 | http_request event="http.request.finish" method="GET" path="/health" status_code=200 latency_ms=2.26
2026-07-16 22:38:54,552 | INFO | fast_app.middlewares.request_id_middleware | request_id=89f3678be8ab4b2db2f4f8263000e08a | trace_id=89f3678be8ab4b2db2f4f8263000e08a | http_request event="http.request.finish" method="POST" path="/auth/login" status_code=200 latency_ms=150.96
2026-07-16 22:38:57,207 | INFO | fast_app.api.rag_chat_routes | request_id=6d2eef3343b24792bcf3bdbbd8689f2e | trace_id=6d2eef3343b24792bcf3bdbbd8689f2e | rag_chat_request event="rag.chat.request.start" user_id="tool_user_15_7_admin" auth_source="jwt" session_id=- external_session_id=- query="?????????????????,????????? Anim Notify ???????;?????????????????" mode="keyword" top_k=3 candidate_k=3 min_score=0.0
