INFO:     Started server process [25556]
INFO:     Waiting for application startup.
2026-08-04 14:24:17,845 | INFO | fast_app.core.langsmith | request_id=- | trace_id=- | langsmith_config event="langsmith.config.enabled" project="python-agent-study-phase-final-2" endpoint="https://api.smith.langchain.com"
2026-08-04 14:24:17,846 | INFO | fast_app.main | request_id=- | trace_id=- | 应用启动: app_name=Python Agent Study, env=dev
2026-08-04 14:24:17,862 | INFO | fast_app.main | request_id=- | trace_id=- | Milvus client 已创建
2026-08-04 14:24:17,864 | INFO | fast_app.main | request_id=- | trace_id=- | ElasticSearch client 已创建
2026-08-04 14:24:18,264 | INFO | fast_app.main | request_id=- | trace_id=- | Rerank httpx client 已创建
2026-08-04 14:24:18,264 | INFO | fast_app.main | request_id=- | trace_id=- | Redis client 已创建
2026-08-04 14:24:18,265 | INFO | fast_app.main | request_id=- | trace_id=- | PostgreSQL async engine 已创建
2026-08-04 14:24:18,355 | INFO | fast_app.main | request_id=- | trace_id=- | NL2SQL Dataset 配置已从平台数据库加载
2026-08-04 14:24:18,418 | INFO | fast_app.main | request_id=- | trace_id=- | Deep Agent PostgreSQL checkpoint/store 已创建
INFO:     Application startup complete.
INFO:     Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
2026-08-04 14:24:22,431 | INFO | fast_app.middlewares.request_id_middleware | request_id=fa3ff88114284791a88949220b58fab3 | trace_id=fa3ff88114284791a88949220b58fab3 | http_request event="http.request.finish" method="GET" path="/health" status_code=200 latency_ms=2.65
2026-08-04 14:24:45,302 | INFO | fast_app.middlewares.request_id_middleware | request_id=d21bba758e444505a5c153546a35a20f | trace_id=d21bba758e444505a5c153546a35a20f | http_request event="http.request.finish" method="POST" path="/rag/chat/stream/events" status_code=200 latency_ms=3163.96
2026-08-04 14:24:45,302 | WARNING | fast_app.middlewares.request_id_middleware | request_id=d21bba758e444505a5c153546a35a20f | trace_id=d21bba758e444505a5c153546a35a20f | slow_operation event="http.request.slow" latency_ms=3163.96 threshold_ms=3000.0 slow_component="http_request" method="POST" path="/rag/chat/stream/events" status_code=200 status="success"
2026-08-04 14:24:54,720 | INFO | httpx | request_id=d21bba758e444505a5c153546a35a20f | trace_id=d21bba758e444505a5c153546a35a20f | HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-04 14:25:12,680 | INFO | httpx | request_id=d21bba758e444505a5c153546a35a20f | trace_id=d21bba758e444505a5c153546a35a20f | HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-04 14:25:12,690 | INFO | fast_app.services.conversation.query_rewrite | request_id=d21bba758e444505a5c153546a35a20f | trace_id=d21bba758e444505a5c153546a35a20f | query_rewrite event="query_rewrite.finish" original_query="结合知识库继续比较这些资产，并说明哪些内容还需要公开资料验证。" rewritten_query="结合知识库继续比较《星港远征》中已授权的3D模型资产（角色资产01和角色资产06），重点关注费用、模型面数和移动端适配维度，并说明哪些内容还需要公开资料验证。" used_history=True used_summary=False summary_version=- history_message_count=2 reason="rewritten_with_history"
2026-08-04 14:25:12,690 | INFO | fast_app.services.rag.rag_agent_pipeline_service | request_id=d21bba758e444505a5c153546a35a20f | trace_id=d21bba758e444505a5c153546a35a20f | rag_agent_query_rewrite event="rag_agent.query_rewrite.applied" session_id="user:user_MBeEmT7K2eGguofW4CZ:session:taskplan-v2-e2e-7-promptfix-20260803:c457dc9b66e1607b" original_query="结合知识库继续比较这些资产，并说明哪些内容还需要公开资料验证。" rewritten_query="结合知识库继续比较《星港远征》中已授权的3D模型资产（角色资产01和角色资产06），重点关注费用、模型面数和移动端适配维度，并说明哪些内容还需要公开资料验证。" used_history=True used_summary=False summary_version=- reason="当前问题中的'这些资产'指代历史中提到的《星港远征》已授权3D模型资产（角色资产01和角色资产06），'继续比较'延续了历史中关于费用、模型面数和移动端适配的比较维度。历史上下文已明确对象和维度，当前问题可以独立检索。" history_message_count=2
2026-08-04 14:25:14,389 | INFO | httpx | request_id=d21bba758e444505a5c153546a35a20f | trace_id=d21bba758e444505a5c153546a35a20f | HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-04 14:26:11,240 | INFO | httpx | request_id=d21bba758e444505a5c153546a35a20f | trace_id=d21bba758e444505a5c153546a35a20f | HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-04 14:27:11,567 | INFO | httpx | request_id=d21bba758e444505a5c153546a35a20f | trace_id=d21bba758e444505a5c153546a35a20f | HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
