INFO:     Started server process [27996]
INFO:     Waiting for application startup.
2026-08-01 15:54:26,230 | INFO | fast_app.core.langsmith | request_id=- | trace_id=- | langsmith_config event="langsmith.config.enabled" project="python-agent-study-phase-final-2" endpoint="https://api.smith.langchain.com"
2026-08-01 15:54:26,230 | INFO | fast_app.main | request_id=- | trace_id=- | 应用启动: app_name=Python Agent Study, env=dev
2026-08-01 15:54:26,244 | INFO | fast_app.main | request_id=- | trace_id=- | Milvus client 已创建
2026-08-01 15:54:26,244 | INFO | fast_app.main | request_id=- | trace_id=- | ElasticSearch client 已创建
2026-08-01 15:54:26,613 | INFO | fast_app.main | request_id=- | trace_id=- | Rerank httpx client 已创建
2026-08-01 15:54:26,614 | INFO | fast_app.main | request_id=- | trace_id=- | Redis client 已创建
2026-08-01 15:54:26,615 | INFO | fast_app.main | request_id=- | trace_id=- | PostgreSQL async engine 已创建
2026-08-01 15:54:26,695 | INFO | fast_app.main | request_id=- | trace_id=- | NL2SQL Dataset 配置已从平台数据库加载
2026-08-01 15:54:26,754 | INFO | fast_app.main | request_id=- | trace_id=- | Deep Agent PostgreSQL checkpoint/store 已创建
INFO:     Application startup complete.
INFO:     Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
2026-08-01 15:54:58,170 | INFO | fast_app.middlewares.request_id_middleware | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | http_request event="http.request.finish" method="POST" path="/rag/chat/stream/events" status_code=200 latency_ms=3201.66
2026-08-01 15:54:58,171 | WARNING | fast_app.middlewares.request_id_middleware | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | slow_operation event="http.request.slow" latency_ms=3201.66 threshold_ms=3000.0 slow_component="http_request" method="POST" path="/rag/chat/stream/events" status_code=200 status="success"
2026-08-01 15:55:07,168 | INFO | httpx | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-01 15:55:13,113 | INFO | httpx | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-01 15:55:13,119 | INFO | fast_app.services.rag.rag_agent_pipeline_service | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | rag_agent_query_rewrite event="rag_agent.query_rewrite.applied" session_id="user:user_hszcYM67VtdQcVyKc8j:session:nl2sql-web-simple-rag-20260801-retry:4f163eec7a707617" original_query="知识库中的《星港远征资产选型报告》推荐了哪些资产？" rewritten_query="知识库中的《星港远征资产选型报告》推荐了哪些资产？" used_history=False used_summary=False summary_version=- reason="history_window_empty" history_message_count=0
2026-08-01 15:55:14,567 | INFO | httpx | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-01 15:55:14,573 | INFO | fast_app.graph.rag_agent.rag_agent_nodes | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | rag_agent_decision event="rag_agent.decide_next_action.finish" pipeline_provider="rag_agent" query="知识库中的《星港远征资产选型报告》推荐了哪些资产？" route="knowledge_retrieval" route_reason="default_retrieve" step_count=1
2026-08-01 15:55:14,574 | INFO | fast_app.graph.rag_agent.rag_agent_nodes | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | rag_agent_loop event="rag_agent.check_loop_limits.finish" pipeline_provider="rag_agent" route="knowledge_retrieval" should_continue=True reason="continue" step_count=1 tool_call_count=0
2026-08-01 15:55:14,575 | INFO | fast_app.agents.tools.rag_agent_tools | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | rag_retrieval event="rag.retrieval.hybrid.start" pipeline_provider="rag_agent" tool_name="knowledge_retrieval" retrieval_mode="hybrid" query="知识库中的《星港远征资产选型报告》推荐了哪些资产？" top_k=5 candidate_k=5 min_score=0.0
2026-08-01 15:55:14,576 | INFO | fast_app.components.retrievers.elasticsearch_keyword_retriever | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | elasticsearch_search event="elasticsearch.search.start" index_name="python_agent_demo_chunks" query_field="content" index_analyzer="ik_max_word" search_analyzer="ik_smart" size=5 request_timeout=10.0 filter_count=3 has_filter=True query_body={"bool": {"must": [{"multi_match": {"query": "知识库中的《星港远征资产选型报告》推荐了哪些资产？", "fields": ["search_text^3", "title^2", "content"]}}], "filter": [{"range": {"valid_from_version": {"lte": 6}}}, {"bool": {"should": [{"term": {"valid_to_version": 0}}, {"range": {"valid_to_version": {"gt": 6}}}], "minimum_should_match": 1}}, {"bool": {"should": [{"term": {"metadata.visibility": "public"}}, {"terms": {"metadata.allowed_departments": ["product_planning"]}}, {"term": {"metadata.allowed_users": "user_hszcYM67VtdQcVyKc8j2ZWKX"}}], "minimum_should_match": 1}}], "must_not": [{"term": {"record_type": "markdown_parent"}}]}}
2026-08-01 15:55:15,926 | INFO | elastic_transport.transport | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | POST http://127.0.0.1:9200/python_agent_demo_chunks/_search [status:200 duration:0.046s]
2026-08-01 15:55:15,926 | INFO | fast_app.components.retrievers.elasticsearch_keyword_retriever | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | elasticsearch_search event="elasticsearch.search.finish" index_name="python_agent_demo_chunks" query_field="content" size=5 request_timeout=10.0 filter_count=3 has_filter=True hit_count=5 total_value=46 total_relation="eq" doc_count=5 skipped_hit_count=0 latency_ms=1350.12 top_doc_ids=["a102cc2f3cf34ee96a2a7d39def55ece85def0e90a84216dd1270feacdcf5c84", "a50511cf05e1d091b89f16afd1ecb92a1d86126335c00aaa50d7c3cc1ec39fb3", "10842452a32d67111c2462f41a0a9af76d319794f85945d831476c26ad9a9f32", "30ae4367f9f56a3accae7a1b558e17db6d096ef3aa795e69c9178e9cf9510f7a", "bdb6d412719f0190bb5e1018187a7d07408d0d4401e577bdf9c197e6a3f6138b"]
2026-08-01 15:55:15,926 | INFO | fast_app.agents.tools.rag_agent_tools | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | rag_retrieval event="rag.retrieval.source.finish" pipeline_provider="rag_agent" tool_name="knowledge_retrieval" retrieval_mode="hybrid" retriever="keyword" query="知识库中的《星港远征资产选型报告》推荐了哪些资产？" top_k=5 candidate_k=5 min_score=0.0 raw_count=5 filtered_count=5 returned_count=5 latency_ms=1350.39 top_doc_ids=["a102cc2f3cf34ee96a2a7d39def55ece85def0e90a84216dd1270feacdcf5c84", "a50511cf05e1d091b89f16afd1ecb92a1d86126335c00aaa50d7c3cc1ec39fb3", "10842452a32d67111c2462f41a0a9af76d319794f85945d831476c26ad9a9f32", "30ae4367f9f56a3accae7a1b558e17db6d096ef3aa795e69c9178e9cf9510f7a", "bdb6d412719f0190bb5e1018187a7d07408d0d4401e577bdf9c197e6a3f6138b"]
2026-08-01 15:55:16,230 | INFO | httpx | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | HTTP Request: POST https://dashscope.aliyuncs.com/compatible-mode/v1/embeddings "HTTP/1.1 200 OK"
2026-08-01 15:55:16,233 | INFO | fast_app.components.retrievers.milvus_vector_retriever | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | milvus_search event="milvus.embedding.finish" query_length=25 embedding_dim=1024 actual_embedding_dim=1024 embedding_latency_ms=1657.4
2026-08-01 15:55:16,233 | INFO | fast_app.components.retrievers.milvus_vector_retriever | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | milvus_search event="milvus.search.start" collection_name="python_agent_demo_chunks" anns_field="embedding" metric_type="COSINE" limit=5 filter_expr="valid_from_version <= 6 and (valid_to_version == 0 or valid_to_version > 6) and (metadata[\"visibility\"] == \"public\" or array_contains(metadata[\"allowed_departments\"], \"product_planning\") or array_contains(metadata[\"allowed_users\"], \"user_hszcYM67VtdQcVyKc8j2ZWKX\"))" output_fields=["id", "content", "source", "title", "doc_id", "source_path", "document_type", "chunk_index", "physical_record_id", "logical_record_id", "record_type", "logical_parent_id", "physical_parent_id", "source_id", "source_revision", "valid_from_version", "valid_to_version", "metadata"] output_field_count=18
2026-08-01 15:55:16,330 | INFO | fast_app.components.retrievers.milvus_vector_retriever | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | milvus_search event="milvus.search.finish" collection_name="python_agent_demo_chunks" anns_field="embedding" metric_type="COSINE" limit=5 filter_expr="valid_from_version <= 6 and (valid_to_version == 0 or valid_to_version > 6) and (metadata[\"visibility\"] == \"public\" or array_contains(metadata[\"allowed_departments\"], \"product_planning\") or array_contains(metadata[\"allowed_users\"], \"user_hszcYM67VtdQcVyKc8j2ZWKX\"))" output_field_count=18 hit_count=5 doc_count=5 skipped_hit_count=0 latency_ms=1754.17 top_doc_ids=["a102cc2f3cf34ee96a2a7d39def55ece85def0e90a84216dd1270feacdcf5c84", "a50511cf05e1d091b89f16afd1ecb92a1d86126335c00aaa50d7c3cc1ec39fb3", "56544a878ae95af0946725c97f8e05244a9bf9c92e905313af6f3b7ab9e92e20", "bdb6d412719f0190bb5e1018187a7d07408d0d4401e577bdf9c197e6a3f6138b", "a372d409a3b573d722fe31e69cfb912132cdd66e9c66ba12df99531c1956bb25"]
2026-08-01 15:55:16,330 | INFO | fast_app.agents.tools.rag_agent_tools | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | rag_retrieval event="rag.retrieval.source.finish" pipeline_provider="rag_agent" tool_name="knowledge_retrieval" retrieval_mode="hybrid" retriever="vector" query="知识库中的《星港远征资产选型报告》推荐了哪些资产？" top_k=5 candidate_k=5 min_score=0.0 raw_count=5 filtered_count=5 returned_count=5 latency_ms=1754.55 top_doc_ids=["a102cc2f3cf34ee96a2a7d39def55ece85def0e90a84216dd1270feacdcf5c84", "a50511cf05e1d091b89f16afd1ecb92a1d86126335c00aaa50d7c3cc1ec39fb3", "56544a878ae95af0946725c97f8e05244a9bf9c92e905313af6f3b7ab9e92e20", "bdb6d412719f0190bb5e1018187a7d07408d0d4401e577bdf9c197e6a3f6138b", "a372d409a3b573d722fe31e69cfb912132cdd66e9c66ba12df99531c1956bb25"]
2026-08-01 15:55:16,331 | INFO | fast_app.services.rag.retrieval_fusion | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | rag_retrieval event="rag.retrieval.rrf.score" input_doc_count=10 unique_doc_count=7 output_doc_count=5 top_k=5 rrf_k=60 top_doc_ids=["a102cc2f3cf34ee96a2a7d39def55ece85def0e90a84216dd1270feacdcf5c84", "a50511cf05e1d091b89f16afd1ecb92a1d86126335c00aaa50d7c3cc1ec39fb3", "bdb6d412719f0190bb5e1018187a7d07408d0d4401e577bdf9c197e6a3f6138b", "56544a878ae95af0946725c97f8e05244a9bf9c92e905313af6f3b7ab9e92e20", "10842452a32d67111c2462f41a0a9af76d319794f85945d831476c26ad9a9f32"]
2026-08-01 15:55:16,331 | INFO | fast_app.agents.tools.rag_agent_tools | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | rag_retrieval event="rag.retrieval.rrf.finish" pipeline_provider="rag_agent" tool_name="knowledge_retrieval" retrieval_mode="hybrid" query="知识库中的《星港远征资产选型报告》推荐了哪些资产？" top_k=5 candidate_k=5 min_score=0.0 source_count=2 input_doc_count=10 unique_doc_count=7 output_doc_count=5 latency_ms=1755.18 top_doc_ids=["a102cc2f3cf34ee96a2a7d39def55ece85def0e90a84216dd1270feacdcf5c84", "a50511cf05e1d091b89f16afd1ecb92a1d86126335c00aaa50d7c3cc1ec39fb3", "bdb6d412719f0190bb5e1018187a7d07408d0d4401e577bdf9c197e6a3f6138b", "56544a878ae95af0946725c97f8e05244a9bf9c92e905313af6f3b7ab9e92e20", "10842452a32d67111c2462f41a0a9af76d319794f85945d831476c26ad9a9f32"]
2026-08-01 15:55:16,331 | INFO | fast_app.graph.rag_agent.rag_agent_nodes | request_id=ec4941e52b41487e8d012854081c051b | trace_id=ec4941e52b41487e8d012854081c051b | rag_agent_tool event="rag_agent.call_knowledge_retrieval.finish" pipeline_provider="rag_agent" tool_name="knowledge_retrieval" result_count=5 top_doc_ids=["a102cc2f3cf34ee96a2a7d39def55ece85def0e90a84216dd1270feacdcf5c84", "a50511cf05e1d091b89f16afd1ecb92a1d86126335c00aaa50d7c3cc1ec39fb3", "bdb6d412719f0190bb5e1018187a7d07408d0d4401e577bdf9c197e6a3f6138b", "56544a878ae95af0946725c97f8e05244a9bf9c92e905313af6f3b7ab9e92e20", "10842452a32d67111c2462f41a0a9af76d319794f85945d831476c26ad9a9f32"]
